iter	Passed	Remaining
3231	13670	7478
3232	13674	7473
3233	13681	7471
3234	13685	7466
3235	13689	7462
3236	13695	7458
3237	13702	7456
3238	13706	7451
3239	13712	7448
3240	13718	7445
3241	13726	7443
3242	13732	7440
3243	13738	7436
3244	13749	7436
3245	13752	7431
3246	13756	7426
3247	13763	7424
3248	13767	7419
3249	13771	7415
3250	13780	7413
3251	13785	7409
3252	13789	7405
3253	13795	7402
3254	13800	7398
3255	13803	7393
3256	13812	7391
3257	13816	7387
3258	13819	7382
3259	13827	7380
3260	13831	7375
3261	13834	7371
3262	13840	7367
3263	13846	7364
3264	13849	7359
3265	13853	7354
3266	13860	7352
3267	13864	7348
3268	13868	7343
3269	13877	7341
3270	13881	7337
3271	13884	7332
3272	13893	7330
3273	13897	7326
3274	13900	7321
3275	13905	7317
3276	13910	7313
3277	13913	7309
3278	13917	7304
3279	13921	7300
3280	13925	7296
3281	13928	7291
3282	13931	7285
3283	13934	7280
3284	13938	7277
3285	13941	7272
3286	13944	7267
3287	13947	7262
3288	13950	7257
3289	13953	7252
3290	13956	7247
3291	13959	7242
3292	13962	7237
3293	13965	7233
3294	13969	7228
3295	13972	7223
3296	13975	7218
3297	13977	7213
3298	13980	7208
3299	13984	7203
3300	13987	7199
3301	13989	7194
3302	13992	7189
3303	13995	7184
3304	13998	7179
3305	14001	7174
3306	14004	7169
3307	14007	7164
3308	14010	7159
3309	14013	7155
3310	14016	7150
3311	14019	7145
3312	14022	7140
3313	14025	7135
3314	14027	7130
3315	14030	7125
3316	14034	7120
3317	14037	7115
3318	14040	7111
3319	14042	7106
3320	14045	7101
3321	14049	7096
3322	14052	7091
3323	14055	7086
3324	14057	7081
3325	14060	7076
3326	14064	7072
3327	14067	7067
3328	14070	7062
3329	14072	7057
3330	14075	7052
3331	14078	7047
3332	14082	7043
3333	14085	7038
3334	14087	7033
3335	14090	7028
3336	14093	7023
3337	14097	7018
3338	14100	7014
3339	14103	7009
3340	14105	7004
3341	14108	6999
3342	14111	6994
3343	14115	6990
3344	14117	6985
3345	14120	6980
3346	14123	6975
3347	14126	6970
3348	14130	6966
3349	14133	6961
3350	14135	6956
3351	14138	6951
3352	14140	6946
3353	14144	6941
3354	14147	6936
3355	14150	6931
3356	14153	6926
3357	14156	6922
3358	14159	6917
3359	14162	6912
3360	14165	6907
3361	14168	6902
3362	14171	6898
3363	14174	6893
3364	14177	6888
3365	14180	6883
3366	14183	6878
3367	14187	6874
3368	14191	6870
3369	14194	6865
3370	14197	6861
3371	14201	6856
3372	14206	6852
3373	14210	6848
3374	14213	6843
3375	14217	6839
3376	14225	6836
3377	14228	6832
3378	14231	6827
3379	14234	6822
3380	14238	6818
3381	14243	6814
3382	14246	6809
3383	14249	6804
3384	14252	6800
3385	14257	6796
3386	14261	6791
3387	14264	6786
3388	14267	6782
3389	14271	6778
3390	14276	6774
3391	14279	6769
3392	14282	6764
3393	14286	6760
3394	14291	6756
3395	14294	6751
3396	14297	6746
3397	14301	6742
3398	14306	6738
3399	14310	6734
3400	14312	6729
3401	14316	6724
3402	14321	6721
3403	14325	6716
3404	14328	6711
3405	14331	6706
3406	14335	6702
3407	14340	6699
3408	14343	6694
3409	14346	6689
3410	14351	6685
3411	14356	6681
3412	14359	6676
3413	14362	6672
3414	14366	6667
3415	14371	6664
3416	14374	6659
3417	14377	6654
3418	14380	6649
3419	14385	6645
3420	14389	6641
3421	14392	6636
3422	14395	6632
3423	14400	6628
3424	14404	6624
3425	14407	6619
3426	14411	6614
3427	14415	6610
3428	14420	6606
3429	14423	6602
3430	14426	6597
3431	14430	6592
3432	14435	6589
3433	14439	6584
3434	14442	6579
3435	14444	6575
3436	14449	6570
3437	14454	6566
3438	14456	6562
3439	14459	6557
3440	14464	6553
3441	14468	6549
3442	14471	6544
3443	14474	6539
3444	14478	6535
3445	14484	6531
3446	14487	6527
3447	14490	6522
3448	14494	6518
3449	14502	6515
3450	14508	6512
3451	14516	6509
3452	14520	6505
3453	14524	6501
3454	14529	6497
3455	14533	6493
3456	14537	6488
3457	14541	6484
3458	14546	6480
3459	14550	6476
3460	14553	6471
3461	14562	6469
3462	14565	6464
3463	14568	6460
3464	14571	6455
3465	14576	6451
3466	14581	6447
3467	14584	6442
3468	14587	6437
3469	14591	6433
3470	14595	6429
3471	14599	6425
3472	14602	6420
3473	14605	6415
3474	14610	6411
3475	14614	6407
3476	14617	6402
3477	14620	6398
3478	14624	6393
3479	14629	6389
3480	14632	6385
3481	14635	6380
3482	14639	6376
3483	14644	6372
3484	14648	6367
3485	14651	6363
3486	14654	6358
3487	14658	6354
3488	14663	6350
3489	14666	6345
3490	14669	6340
3491	14673	6336
3492	14678	6332
3493	14681	6328
3494	14684	6323
3495	14688	6319
3496	14694	6315
3497	14697	6310
3498	14700	6306
3499	14703	6301
3500	14710	6298
3501	14713	6293
3502	14716	6289
3503	14720	6284
3504	14725	6280
3505	14728	6276
3506	14731	6271
3507	14735	6267
3508	14739	6263
3509	14743	6258
3510	14746	6253
3511	14749	6249
3512	14753	6245
3513	14758	6241
3514	14761	6236
3515	14764	6231
3516	14768	6227
3517	14773	6223
3518	14777	6219
3519	14779	6214
3520	14784	6210
3521	14789	6206
3522	14792	6201
3523	14795	6197
3524	14799	6192
3525	14804	6188
3526	14808	6184
3527	14811	6179
3528	14814	6175
3529	14818	6170
3530	14823	6166
3531	14825	6162
3532	14828	6157
3533	14833	6153
3534	14845	6152
3535	14850	6148
3536	14855	6144
3537	14858	6140
3538	14861	6135
3539	14866	6131
3540	14872	6127
3541	14875	6123
3542	14878	6118
3543	14883	6114
3544	14889	6111
3545	14892	6106
3546	14896	6102
3547	14902	6098
3548	14906	6094
3549	14908	6089
3550	14912	6085
3551	14921	6082
3552	14924	6078
3553	14928	6074
3554	14935	6070
3555	14938	6066
3556	14943	6062
3557	14952	6060
3558	14956	6055
3559	14963	6052
3560	14968	6048
3561	14971	6044
3562	14983	6042
3563	14986	6038
3564	14989	6033
3565	14994	6029
3566	15000	6026
3567	15003	6021
3568	15006	6016
3569	15012	6013
3570	15017	6009
3571	15019	6004
3572	15023	6000
3573	15028	5996
3574	15033	5992
3575	15036	5987
3576	15039	5982
3577	15044	5979
3578	15049	5975
3579	15052	5970
3580	15055	5965
3581	15060	5961
3582	15065	5957
3583	15068	5953
3584	15072	5948
3585	15077	5945
3586	15082	5941
3587	15085	5936
3588	15087	5931
3589	15092	5927
3590	15097	5923
3591	15100	5919
3592	15103	5914
3593	15107	5910
3594	15111	5905
3595	15115	5901
3596	15117	5896
3597	15121	5892
3598	15126	5888
3599	15131	5884
3600	15134	5879
3601	15137	5875
3602	15142	5871
3603	15146	5867
3604	15149	5862
3605	15152	5857
3606	15168	5858
3607	15173	5854
3608	15178	5850
3609	15183	5846
3610	15187	5841
3611	15194	5838
3612	15197	5834
3613	15200	5829
3614	15204	5825
3615	15210	5821
3616	15213	5816
3617	15215	5812
3618	15219	5807
3619	15225	5804
3620	15228	5799
3621	15231	5794
3622	15234	5790
3623	15239	5786
3624	15243	5782
3625	15246	5777
3626	15249	5772
3627	15254	5768
3628	15259	5764
3629	15262	5760
3630	15265	5755
3631	15269	5751
3632	15274	5747
3633	15277	5742
3634	15280	5738
3635	15284	5733
3636	15288	5729
3637	15292	5725
3638	15295	5720
3639	15298	5715
3640	15303	5712
3641	15308	5707
3642	15311	5703
3643	15313	5698
3644	15318	5694
3645	15323	5690
3646	15326	5686
3647	15329	5681
3648	15333	5677
3649	15338	5673
3650	15342	5668
3651	15346	5664
3652	15350	5660
3653	15355	5656
3654	15359	5651
3655	15363	5647
3656	15368	5643
3657	15373	5639
3658	15376	5635
3659	15384	5632
3660	15388	5628
3661	15390	5623
3662	15393	5618
3663	15398	5614
3664	15403	5610
3665	15406	5606
3666	15409	5601
3667	15413	5597
3668	15418	5593
3669	15421	5588
3670	15424	5584
3671	15427	5579
3672	15433	5575
3673	15436	5571
3674	15439	5566
3675	15442	5561
3676	15447	5558
3677	15452	5554
3678	15455	5549
3679	15458	5544
3680	15470	5543
3681	15474	5539
3682	15479	5535
3683	15484	5531
3684	15487	5526
3685	15490	5521
3686	15495	5518
3687	15499	5514
3688	15502	5509
3689	15505	5504
3690	15508	5500
3691	15513	5496
3692	15517	5491
3693	15520	5487
3694	15522	5482
3695	15527	5478
3696	15532	5474
3697	15535	5469
3698	15538	5465
3699	15543	5461
3700	15548	5457
3701	15551	5452
3702	15554	5447
3703	15559	5444
3704	15564	5440
3705	15567	5435
3706	15569	5430
3707	15574	5426
3708	15579	5422
3709	15582	5418
3710	15585	5413
3711	15589	5409
3712	15594	5405
3713	15597	5400
3714	15600	5396
3715	15603	5391
3716	15608	5387
3717	15613	5383
3718	15615	5378
3719	15618	5374
3720	15623	5370
3721	15628	5366
3722	15632	5361
3723	15634	5357
3724	15639	5352
3725	15644	5349
3726	15647	5344
3727	15650	5339
3728	15654	5335
3729	15659	5331
3730	15662	5327
3731	15665	5322
3732	15668	5317
3733	15675	5314
3734	15678	5310
3735	15681	5305
3736	15684	5300
3737	15690	5297
3738	15693	5292
3739	15696	5288
3740	15699	5283
3741	15704	5279
3742	15709	5275
3743	15712	5271
3744	15715	5266
3745	15720	5262
3746	15725	5258
3747	15728	5253
3748	15731	5249
3749	15735	5245
3750	15740	5241
3751	15743	5236
3752	15747	5232
3753	15752	5228
3754	15757	5224
3755	15761	5220
3756	15764	5215
3757	15770	5212
3758	15774	5207
3759	15778	5203
3760	15783	5199
3761	15789	5196
3762	15792	5191
3763	15795	5186
3764	15799	5182
3765	15805	5178
3766	15808	5174
3767	15811	5169
3768	15814	5165
3769	15819	5161
3770	15823	5157
3771	15826	5152
3772	15829	5147
3773	15834	5143
3774	15837	5139
3775	15840	5134
3776	15843	5130
3777	15846	5125
3778	15850	5121
3779	15853	5116
3780	15856	5112
3781	15859	5107
3782	15863	5103
3783	15866	5098
3784	15869	5094
3785	15872	5089
3786	15875	5085
3787	15879	5080
3788	15882	5076
3789	15885	5071
3790	15888	5066
3791	15891	5062
3792	15894	5057
3793	15897	5053
3794	15900	5048
3795	15903	5044
3796	15906	5039
3797	15909	5035
3798	15912	5030
3799	15915	5026
3800	15918	5021
3801	15921	5016
3802	15924	5012
3803	15928	5007
3804	15931	5003
3805	15933	4998
3806	15936	4994
3807	15940	4989
3808	15943	4985
3809	15946	4980
3810	15949	4976
3811	15952	4971
3812	15955	4966
3813	15958	4962
3814	15961	4957
3815	15964	4953
3816	15967	4948
3817	15970	4944
3818	15973	4939
3819	15976	4935
3820	15979	4930
3821	15982	4925
3822	15985	4921
3823	15987	4916
3824	15990	4912
3825	15994	4907
3826	15997	4903
3827	15999	4898
3828	16002	4894
3829	16005	4889
3830	16009	4885
3831	16011	4880
3832	16014	4875
3833	16017	4871
3834	16020	4866
3835	16023	4862
3836	16026	4857
3837	16029	4853
3838	16032	4848
3839	16035	4843
3840	16037	4839
3841	16041	4835
3842	16044	4830
3843	16047	4825
3844	16050	4821
3845	16052	4816
3846	16056	4812
3847	16059	4807
3848	16062	4803
3849	16065	4798
3850	16067	4794
3851	16070	4789
3852	16074	4785
3853	16076	4780
3854	16079	4775
3855	16082	4771
3856	16085	4766
3857	16089	4762
3858	16091	4757
3859	16094	4753
3860	16097	4748
3861	16100	4744
3862	16103	4739
3863	16106	4735
3864	16109	4730
3865	16111	4726
3866	16114	4721
3867	16117	4717
3868	16122	4712
3869	16125	4708
3870	16129	4704
3871	16132	4699
3872	16138	4696
3873	16141	4691
3874	16145	4687
3875	16152	4684
3876	16156	4679
3877	16160	4675
3878	16164	4671
3879	16167	4666
3880	16172	4662
3881	16176	4658
3882	16179	4654
3883	16182	4649
3884	16195	4648
3885	16197	4643
3886	16202	4639
3887	16206	4635
3888	16210	4631
3889	16213	4626
3890	16217	4622
3891	16222	4618
3892	16226	4614
3893	16229	4609
3894	16231	4604
3895	16237	4601
3896	16241	4596
3897	16244	4592
3898	16246	4587
3899	16251	4583
3900	16256	4579
3901	16259	4575
3902	16262	4570
3903	16266	4566
3904	16272	4562
3905	16275	4558
3906	16278	4553
3907	16282	4549
3908	16288	4545
3909	16290	4541
3910	16293	4536
3911	16298	4532
3912	16303	4528
3913	16306	4524
3914	16309	4520
3915	16313	4515
3916	16318	4511
3917	16321	4507
3918	16324	4502
3919	16327	4498
3920	16333	4494
3921	16336	4490
3922	16339	4485
3923	16342	4481
3924	16347	4477
3925	16352	4473
3926	16355	4468
3927	16357	4464
3928	16362	4460
3929	16367	4456
3930	16370	4451
3931	16373	4447
3932	16376	4442
3933	16382	4439
3934	16385	4434
3935	16388	4430
3936	16391	4425
3937	16397	4421
3938	16400	4417
3939	16403	4413
3940	16406	4408
3941	16410	4404
3942	16415	4400
3943	16418	4395
3944	16422	4391
3945	16426	4387
3946	16431	4383
3947	16434	4379
3948	16439	4375
3949	16449	4372
3950	16453	4368
3951	16458	4364
3952	16464	4360
3953	16467	4356
3954	16471	4352
3955	16476	4348
3956	16481	4344
3957	16484	4339
3958	16491	4336
3959	16496	4332
3960	16499	4327
3961	16502	4323
3962	16506	4319
3963	16511	4315
3964	16515	4311
3965	16517	4306
3966	16521	4302
3967	16526	4298
3968	16530	4294
3969	16533	4289
3970	16536	4285
3971	16541	4281
3972	16545	4276
3973	16548	4272
3974	16551	4267
3975	16555	4263
3976	16560	4259
3977	16563	4255
3978	16566	4250
3979	16571	4246
3980	16576	4243
3981	16579	4238
3982	16582	4234
3983	16585	4229
3984	16590	4225
3985	16593	4221
3986	16596	4216
3987	16599	4212
3988	16605	4208
3989	16609	4204
3990	16612	4200
3991	16615	4195
3992	16621	4191
3993	16625	4187
3994	16628	4183
3995	16631	4178
3996	16636	4174
3997	16640	4170
3998	16643	4166
3999	16646	4161
4000	16650	4157
4001	16655	4153
4002	16659	4149
4003	16662	4144
4004	16665	4140
4005	16669	4136
4006	16674	4132
4007	16676	4127
4008	16679	4123
4009	16684	4119
4010	16689	4115
4011	16692	4110
4012	16694	4106
4013	16699	4102
4014	16704	4098
4015	16707	4093
4016	16710	4089
4017	16712	4084
4018	16719	4081
4019	16722	4076
4020	16725	4072
4021	16728	4067
4022	16733	4063
4023	16738	4059
4024	16741	4055
4025	16744	4050
4026	16748	4046
4027	16753	4042
4028	16756	4038
4029	16759	4033
4030	16763	4029
4031	16768	4025
4032	16771	4021
4033	16776	4017
4034	16780	4013
4035	16783	4008
4036	16786	4004
4037	16791	4000
4038	16796	3996
4039	16799	3991
4040	16802	3987
4041	16806	3983
4042	16811	3979
4043	16814	3974
4044	16817	3970
4045	16820	3966
4046	16826	3962
4047	16830	3958
4048	16833	3953
4049	16836	3949
4050	16841	3945
4051	16845	3941
4052	16848	3936
4053	16852	3932
4054	16858	3928
4055	16862	3924
4056	16865	3920
4057	16870	3916
4058	16874	3911
4059	16878	3907
4060	16881	3903
4061	16887	3899
4062	16894	3896
4063	16898	3891
4064	16901	3887
4065	16907	3883
4066	16911	3879
4067	16914	3875
4068	16918	3871
4069	16923	3867
4070	16927	3862
4071	16929	3858
4072	16932	3853
4073	16937	3849
4074	16942	3845
4075	16945	3841
4076	16948	3836
4077	16953	3832
4078	16958	3828
4079	16960	3824
4080	16963	3820
4081	16967	3815
4082	16973	3812
4083	16976	3807
4084	16979	3803
4085	16981	3798
4086	16986	3794
4087	16990	3790
4088	16993	3786
4089	16996	3781
4090	17002	3777
4091	17006	3773
4092	17009	3769
4093	17012	3764
4094	17017	3760
4095	17022	3756
4096	17025	3752
4097	17028	3748
4098	17033	3744
4099	17037	3740
4100	17040	3735
4101	17043	3731
4102	17048	3727
4103	17053	3723
4104	17056	3718
4105	17059	3714
4106	17063	3710
4107	17068	3706
4108	17072	3701
4109	17074	3697
4110	17077	3693
4111	17083	3689
4112	17087	3684
4113	17090	3680
4114	17093	3676
4115	17097	3672
4116	17102	3668
4117	17106	3663
4118	17108	3659
4119	17113	3655
4120	17118	3651
4121	17121	3646
4122	17124	3642
4123	17128	3638
4124	17133	3634
4125	17137	3630
4126	17139	3625
4127	17143	3621
4128	17148	3617
4129	17152	3613
4130	17154	3608
4131	17157	3604
4132	17162	3600
4133	17167	3596
4134	17170	3591
4135	17173	3587
4136	17177	3583
4137	17182	3579
4138	17185	3574
4139	17188	3570
4140	17192	3566
4141	17197	3562
4142	17201	3558
4143	17203	3553
4144	17206	3549
4145	17213	3545
4146	17216	3541
4147	17219	3536
4148	17222	3532
4149	17227	3528
4150	17231	3524
4151	17234	3519
4152	17237	3515
4153	17241	3511
4154	17248	3507
4155	17251	3503
4156	17254	3499
4157	17259	3495
4158	17263	3490
4159	17267	3486
4160	17270	3482
4161	17276	3478
4162	17280	3474
4163	17284	3470
4164	17290	3466
4165	17296	3462
4166	17299	3458
4167	17303	3453
4168	17307	3449
4169	17312	3445
4170	17315	3441
4171	17318	3437
4172	17323	3433
4173	17328	3429
4174	17331	3424
4175	17334	3420
4176	17338	3416
4177	17343	3412
4178	17346	3407
4179	17350	3403
4180	17354	3399
4181	17358	3395
4182	17362	3391
4183	17364	3386
4184	17367	3382
4185	17372	3378
4186	17377	3374
4187	17380	3369
4188	17383	3365
4189	17389	3361
4190	17396	3358
4191	17404	3354
4192	17409	3350
4193	17412	3346
4194	17415	3341
4195	17420	3337
4196	17425	3334
4197	17428	3329
4198	17431	3325
4199	17435	3320
4200	17440	3317
4201	17443	3312
4202	17446	3308
4203	17450	3304
4204	17456	3300
4205	17459	3295
4206	17462	3291
4207	17465	3287
4208	17472	3283
4209	17476	3279
4210	17478	3274
4211	17481	3270
4212	17487	3266
4213	17490	3262
4214	17493	3258
4215	17497	3253
4216	17502	3249
4217	17506	3245
4218	17509	3241
4219	17512	3236
4220	17515	3232
4221	17526	3229
4222	17530	3225
4223	17539	3222
4224	17543	3217
4225	17549	3214
4226	17555	3210
4227	17558	3205
4228	17560	3201
4229	17565	3197
4230	17570	3193
4231	17573	3189
4232	17576	3184
4233	17580	3180
4234	17585	3176
4235	17590	3172
4236	17593	3168
4237	17597	3164
4238	17602	3160
4239	17605	3155
4240	17608	3151
4241	17613	3147
4242	17617	3143
4243	17621	3138
4244	17624	3134
4245	17627	3130
4246	17632	3126
4247	17636	3122
4248	17639	3117
4249	17642	3113
4250	17648	3109
4251	17653	3105
4252	17657	3101
4253	17661	3097
4254	17666	3093
4255	17670	3088
4256	17673	3084
4257	17679	3080
4258	17684	3076
4259	17687	3072
4260	17696	3069
4261	17701	3065
4262	17703	3060
4263	17706	3056
4264	17711	3052
4265	17716	3048
4266	17719	3043
4267	17723	3039
4268	17728	3035
4269	17733	3031
4270	17736	3027
4271	17739	3023
4272	17744	3019
4273	17749	3014
4274	17752	3010
4275	17755	3006
4276	17759	3002
4277	17763	2997
4278	17766	2993
4279	17769	2989
4280	17772	2984
4281	17776	2980
4282	17780	2976
4283	17784	2972
